#漢字	音標	解釋
獾	huœ̃1	豬狗～：豬獾、狗獾的統稱。均是田間小獸，在夜間活動，主要以植株、水果、根和動物的肉爲食
玀	lo2	豬～～
玁	ɕiɛ̃3	～狁：中國古代北方的民族，春秋時稱“戎”“狄”，戰國後稱“匈奴”
玄	ɦiœ̃2	
率	səʔ7	～領
率	liəʔ8	速～
玈	lu2	黑色
玉	ȵioʔ8	白讀：果～（不帶殼的花生仁）|～蘭花|～面狼（面貌英俊、手段狠毒的男子）
玉	ŋoʔ8	
王	ɦuɔŋ2	姓
玎	tiɪn1	～玲：象聲詞，多形容玉石撞擊聲
玕	kœ̃1	
玖	tɕiʏ5	又音。據《集韻》：居又切
玖	tɕiʏ3	①比玉稍差的黑色美石。②九的大寫
玗	y1	
玟	miɪn2	
玠	tɕiɑ5	
玤	boŋ4	
玦	tɕyɪʔ7	
玩	ɦuœ̃6	游～
玫	me2	～瑰花
玲	liɪn2	～瓏
玳	dɑ6	白讀
玷	tiɛ̃3	～汚。本音
玷	tiɛ̃5	
玷	tʃœ̃5	
玻	pu1	～璃
玼	tsʰɿ3	
珀	pʰɑʔ7	白讀
珀	pʰəʔ7	
珂	kʰu1	
珈	tɕiɑ1	
珉	miɪn2	
珊	sæ̃1	～瑚
珊	se1	
珌	piɪʔ7	
珍	tʃən1	文讀：～貴
珍	tsən1	白讀
珏	tɕioʔ7	
珙	koŋ3	
珞	loʔ8	
珠	tʃʯ1	～子
珣	siɪn1	
珥	əl6	①用珠子或玉石做的耳環。②劍柄上端像兩耳的突出部分。③插戴。④日、月兩旁的光暈
珧	ɦiɐɵ2	
珩	ɦən2	
珪	kue1	
珫	tʃʰoŋ1	～耳：同“充耳”。古人冠冕上垂在兩側當耳處的玉、貝等裝飾物
班	pæ̃1	輪～：分班輪流
珵	tʰiɪn1	
珽	tʰiɪn3	
現	ɦiɛ̃6	～在
球	dʑiʏ2	地～是圓葛
琄	tɕiœ̃3	
琅	lɔŋ2	
理	li4	
琇	səʏ5	
琉	ləʏ2	
琊	iɑ1	
琖	tsɛ̃3	用玉做成的酒杯
琚	tɕy1	
琛	zən2	
琡	ʒoʔ8	八寸的璋
琢	tʃoʔ7	文讀：雕～
琢	tsoʔ7	白讀
琤	tsən1	
琥	hu3	～珀
琦	dʑi2	
琨	kʰuən1	
琪	dʑi2	
琫	boŋ4	
琬	uœ̃3	
琮	tsoŋ1	
琯	kuœ̃3	
琰	iɛ̃3	一種美玉。也可能讀陽上
琱	tiɐɵ1	
琲	be6	
琳	liɪn2	
琴	dʑiən2	口～
琵	bi2	
琶	bo2	琵～
琺	faʔ7	～藍
瑀	y3	
瑁	me6	玳～
瑁	mɐɵ6	
瑅	di2	
瑇	de4	本音陽去
瑋	ue3	
瑑	dʒœ̃6	①玉器上所雕刻的花紋。②在玉器上雕刻花紋
瑕	dœ̃6	疑爲“瑖”
瑕	io1	
瑗	ɦiœ̃6	
瑙	nɐɵ4	
瑚	ɦu2	～璉：宗廟盛黍稷器
瑛	iɪn1	
瑜	ɦy2	
瑞	dze4	～光塔
瑞	ze6	
瑟	səʔ7	～～抖
瑣	su3	～碎
瑤	ɦiɐɵ2	
瑩	ɦioŋ2	
瑪	mo4	～瑙
瑰	kue1	
瑱	tiɛ̃5	
瑲	tsʰɔŋ1	玉色
瑲	tsʰiaŋ1	①玉相擊的聲音。②樂聲：～～
瑳	tsʰu1	①玉色鮮白的樣子。②鮮盛的樣子。③巧笑的樣子
瑴	tɕioʔ7	
瑽	tsoŋ1	
瑾	dʑiɪn6	
璀	tsʰe1	
璂	dʑi2	
璃	li2	
璆	dʑiʏ2	
璈	ŋɐɵ2	
璉	liɛ̃4	瑚～：宗廟盛黍稷之器
璊	mən2	
璋	tʃaŋ1	玉器，形如半圭
璐	lu6	美玉
璗	dɔŋ6	
璜	ɦuɔŋ2	
璞	pʰoʔ7	
璠	bœ̃2	
璡	tsiən1	
璣	tɕi1	
璧	piɪʔ7	
璨	tsʰæ̃5	璀～
璩	dʑy2	
璪	tsɐɵ3	
璫	tɔŋ1	
環	ɦuæ̃2	讀書音
璲	ze6	
璵	ɦy2	
璿	ziɛ̃2	美玉
瓀	ʒœ̃2	像玉的美石
瓈	li2	
瓊	dʑioŋ2	～州
瓌	kue1	
瓏	loŋ2	
瓔	iɪn1	
瓘	kuœ̃5	
瓚	tsæ̃5	①質地不純的玉。②古禮器
瓛	ɦuœ̃2	
瓜	kuo1	
瓝	boʔ8	
瓞	diɪʔ8	
瓠	ɦu2	～𤬜：瓢
瓢	biɐɵ2	
瓣	pæ̃3	～頭
瓤	nɔŋ2	
瓦	ŋuo4	本音
瓦	ŋo4	～爿亦有翻身日
瓬	fɔŋ3	
瓴	liɪn2	①屋瓦之仰蓋者，又曰瓦溝。②有耳之瓶：高屋建～，指自高處往下倒水，謂居高臨下，占據形勝
瓴	liɪn2	
瓵	ɦi2	
瓶	biɪn2	油～
瓶	biɪn2	
瓷	zɿ2	
瓻	tʃʰʯ1	古代陶製酒器
瓿	pʰəʏ1	
甃	tsəʏ5	
甄	tʃən1	～別
甆	zɿ2	～器。同”瓷“
甋	tiɪʔ7	
甌	əʏ1	
甍	mən2	
甎	tʃœ̃1	同“磚”
甏	baŋ6	酒～
甐	liən6	
甑	tsən5	
甒	vu4	
甓	pʰiɪʔ7	
甔	tæ̃1	可容一石的瓦器
甖	iən1	
甗	ȵiɛ̃6	古代用來炊煮的一種蒸鍋
甘	kœ̃1	
甚	ʒən6	～（超）至於：甚至
甜	diɛ̃2	～津津：有甜味
甝	hæ̃1	
生	saŋ1	白讀：先～
生	sən1	文讀：一條～路
甡	sən1	
甡	siɪn1	
產	tsʰæ̃3	～業
甥	saŋ1	白讀：外～
甥	sən1	文讀
甦	su1	甦醒，死而復生
甦	su1	復～
甦	siɪn1	
用	ɦioŋ6	
甩	huæ̃5	濫～
甪	loʔ8	～直鎮
甫	fu3	
甬	ioŋ3	指寧波
甯	ȵiɪn2	通“寧”。願，盼望
甯	ȵiɪn6	
田	diɛ̃2	租～
由	ɦiʏ2	
甲	kaʔ7	白讀：盔～；～子
甲	kɑʔ7	應讀[kaʔ⁴]，因作者未區分[aʔ][ɑʔ]
甲	tɕiɪʔ7	
甲	tɕiaʔ7	文讀
申	ʃən1	姓
男	nœ̃2	～人
甸	diɛ̃6	郊外
町	tʰiɪn1	
町	tʰiɪn3	
甽	tɕʰiœ̃1	
畀	bi6	
畇	ɦyən2	～～：平坦整齊
畋	diɛ̃2	打獵
界	kɑ5	白讀：世～
界	tɕiɑ5	文讀
畎	tɕʰiœ̃1	
畏	ue5	～寒：怕冷
畏	ue5	
畔	bœ̃6	
留	ləʏ2	
畚	pən3	①用草繩或竹片編成的盛土器具。今讀[fən⁴⁴]：～箕。②用畚箕撮取東西。今讀[pən⁴⁴]：垃圾～～脫
畛	tʃən3	①田間分界的道路。②界限：～域、～畦。③祝告
畜	tʃʰoʔ7	六～
畜	ɕioʔ7	～牧
畝	məʏ4	
畝	m̩4	白讀：三～田
畟	tsʰəʔ7	
畢	piɪʔ7	姓
畤	ʒʯ4	①古代祭祀天地、五帝的祭壇。②水中的小塊陸地。③田際，田界。④土高出的地方。⑤通“庤”
略	liɑʔ8	
畦	ɦi2	菜～
畧	liɑʔ8	
番	fæ̃1	經一～長一智
畫	ɦuɑʔ8	一點一～
畫	ɦuo6	～圖
畫	ɦo6	～～先生
畬	ɦy2	
畮	məʏ4	
畯	tsiɪn5	
異	ɦi6	
當	tɔŋ1	
畷	tʃʰəʔ7	田間的小路
畸	dʑi2	
畹	uœ̃3	
畽	tʰən3	
畿	dʑi2	
疀	tsʰaʔ7	
疁	ləʏ2	
疆	tɕiaŋ1	此～彼界
疇	dʒəʏ2	①田地：田～。②田間區分各種作物的界限。③種類，類別：範～。④使相等。⑤誰
疈	piɪʔ7	
疊	diɪʔ8	
疋	ŋo2	
疋	pʰiɪʔ7	
疎	su1	同“疏”
疏	su1	～通
疐	tʃʯ5	①阻擋，限止。②牽絆；顛仆。也作“躓”
疑	ȵi2	
疔	tiɪn1	～瘡
疕	pʰi3	
疙	kəʔ7	～瘩
疚	tɕiʏ5	
疝	sæ̃5	～氣：小腸氣
疢	tʃʰən5	熱病，泛指病：～疾
疤	po1	～瘢
疥	kɑ5	白讀：癩～瘡（疥瘡）
疥	tɕiɑ5	
疫	ɦyɪʔ8	
疰	tʃʯ5	～夏
疲	bi2	～脫：由於經歷多次而發膩
疳	kœ̃1	
疴	kʰu1	病
疵	tsʰɿ1	～點
疷	ti1	
疸	tæ̃3	黃～病
疹	tʃən3	出～子
疼	tʰoŋ5	疑爲“痛”的誤記，該字本音爲[dən²²³]
疽	tsi1	
疾	dziɪʔ8	瘧～
疾	ziɪʔ8	
痀	dʑy2	
痁	tiɛ̃5	同“阽”，臨危
痂	tɕiɑ1	
痄	tso5	～腮脹：由腮腺炎病毒引起的急性傳染病
病	biɪn6	～從脚跟起
病	biɪn6	
症	tʃən5	時～
痊	dziɛ̃2	～愈
痊	tsʰiɛ̃1	本音
痌	tʰoŋ1	
痍	ɦi2	
痎	ke1	
痏	ue3	
痒	ɦiaŋ2	
痓	ʒʯ6	①惡。②痙攣。按韻書應讀[tʃʰʯ⁵²³]
痔	ʒʯ4	～瘡
痕	ɦən2	～跡
痗	me6	
痘	dəʏ6	
痙	tɕiɪn1	
痛	tʰoŋ3	
痞	pʰi3	～棍
痞	pʰiɪʔ7	～塊
痟	siɐɵ1	
痠	sœ̃1	
痡	fu1	
痢	li6	～疾
痣	tʃʯ5	飯～
痣	tsʰɿ5	
痤	tsʰu1	
痤	tsʰu5	
痧	so1	吞～
痯	kuœ̃3	
痰	dæ̃2	～盂
痱	vi2	
痳	mo2	同“麻”：～痺|～醉。另，疑爲“痲”：～子|～風|～皮
痴	tʃʰʯ1	～子：瘋子
痹	bi6	
痻	miɪn2	
痼	ku5	
痾	u1	①同“疴”。②宿怨，舊仇
痿	ue1	
痿	ue3	
瘀	y1	～血：血液凝滯不通或凝聚不流通的血。也作“淤血”
瘁	ze6	
瘃	tʃoʔ7	①凍瘡：凍～（凍瘡）。②凍乾
瘇	tʃoŋ3	同“尰”
瘋	foŋ1	人來～：客人多時小孩乘機吵鬧
瘏	du2	生病
瘐	y3	
瘞	i5	
瘙	tsɐɵ5	疑非本字或誤記。該字本應讀[sɐɵ⁵²³]：～癢，據《廣韻》：蘇到切
瘚	tɕyɪʔ7	～得去
瘝	kuæ̃1	①患病。②曠廢。③疾苦
瘟	uən1	～疫
瘠	tsiɪʔ7	
瘡	tʃʰɔŋ1	楊梅～：梅毒
瘢	pæ̃1	疤～
瘣	hue3	
瘤	ləʏ2	
瘥	tsʰu1	
瘦	səʏ5	
瘧	ȵiɑʔ8	～疾
瘩	taʔ7	
瘯	tsʰoʔ7	
瘰	le4	
瘳	tʃʰəʏ1	①病愈。②損失，減少
瘴	tʃaŋ5	山林間濕熱蒸鬱的毒氣，中國西南部山區常見：～氣
瘵	tse5	
瘸	ɡua2	一蹺一～
瘺	ləʏ6	同“瘻”
瘻	ləʏ6	～管：身體內因發生病變而向外潰破所形成的管道，病灶裏的分泌物由此流出
瘼	moʔ8	
瘽	dʑiən2	
療	liɐɵ6	
癃	loŋ2	
癆	lɐɵ6	因結核菌所引起的傳染病：肺～。《集韻》：郞到切
癆	lɐɵ2	又音。《集韻》：郞刀切
癇	tɕiɛ̃1	癲～
癈	fi5	
癉	tæ̃1	火～：小兒熱病
癉	tæ̃3	①因勞累而生的疾病。②憎恨
癑	noŋ2	同“膿”，腫血
癖	pʰiɪʔ7	
癙	tʃʰʯ3	①憂鬱病。②瘻瘡。理論應讀[ʃʯ⁵¹]
癟	piɪʔ7	～螺痧
癠	tsi5	①生病。②短小；瘦小
癠	tsi3	
癡	tʃʰʯ1	～頭怪腦：瘋瘋癲癲
癢	ɦiaŋ4	
癤	tsiɪʔ7	瘡～
癥	tʃən1	～結
癧	liɪʔ8	
癨	hoʔ7	
癩	lɑ6	白讀：～團（癩蛤蟆，也可說癩蛤蚆）|～疥瘡（疥瘡）
癩	le6	
癬	siɛ̃3	由黴菌感染引起的皮膚病，如頭～、脚～。手～
癭	iɪn3	
癯	dʑy2	
癰	ioŋ1	
癱	tʰæ̃1	
癲	tiɛ̃1	瘨
癸	kue3	
登	tən1	
發	faʔ7	
白	bəʔ8	～相
白	bɑʔ8	～落落
百	pɑʔ7	白讀：①數目：～襇裙（有一百個折襇的裙子）|～把個（約數，近一百個）②比喩很多：～家（①指衆多家庭。②舊時逢喜慶婚喪幇助處理雜物的人）|～曉（什麼事都懂的人，略有貶義）
百	pəʔ7	
皁	zɐɵ4	
皂	zɐɵ4	又讀
皂	dzɐɵ6	～隸：舊時衙門裏的差役
的	tiɪʔ7	
皆	tɕiɑ1	
皇	ɦuɔŋ2	
皈	pæ̃3	讀音來源不明
皈	kue1	
皋	kɐɵ1	～橋
皎	tɕiɐɵ3	
皋	kɐɵ1	
皓	ɦɐɵ4	
皖	ɦuœ̃4	
皙	siɪʔ7	
皚	ŋe2	
皜	kɐɵ3	
皝	huɔŋ3	
皞	ɦɐɵ4	
皤	bu2	
皦	tɕiɐɵ3	
皪	liɪʔ8	
皫	pʰiɐɵ3	
皭	ziɑʔ8	
皮	bi2	～襖
皴	tsiɪn1	
皵	tsʰiɑʔ7	肉～：手指頭靠近指甲部分經常會出現的表層皮肉向外裂開。有俗語“象牙筷浪扳皵絲”
皸	tɕyən1	皮膚因寒冷或乾燥而裂開
皺	tsəʏ5	面孔上葛～襇
皻	tʃɑ1	臉上或鼻上凸起的暗紅色小瘡
皽	tʃœ̃3	死皮
皿	miɪn4	裝盛東西的器具，多指碗碟杯盤
盂	y1	缽～
盃	pe1	
盅	tʃoŋ1	酒～
盆	bən2	～子：碟子
盈	ɦiɪn2	～～：形容情緒、氣氛等充分流露
益	iɪʔ7	有～
盋	pəʔ7	
盌	uœ̃3	
盍	ɦəʔ8	
盎	ɔŋ5	～絲魚：一種頭扁口闊、口邊有鬚、形狀像鮎魚、身上無鱗但有黃黑花紋、鰓邊腹鰭處長有尖刺、會發聲的魚。該寫法見於《蘇州方言詞語》（汪平著），本字宜寫作“䱀䲉鱼”
盎	ɔŋ1	
盒	ɦəʔ8	～盤
盔	kʰue1	
盜	dɐɵ6	强～
盛	zaŋ6	白讀：姓
盛	ʒən6	文讀：茂～
盛	dʒən6	又音
盝	loʔ8	
盟	mən2	
盡	dziən6	～心竭力
盡	ziən4	
監	kæ̃1	～牢
監	kæ̃5	
監	tɕiɛ̃1	文讀
監	tɕiɛ̃5	文讀
盤	bœ̃2	
盥	kuœ̃5	
盦	œ̃1	
盧	lu2	姓
盧	li2	
盩	tʃəʏ1	①引擊。②～厔：縣名
盪	dɔŋ6	
盬	ku3	鹽池
盭	li6	
目	moʔ8	
盱	ɕy1	
盲	maŋ2	白讀：捉～～
盲	mɔŋ2	
直	dʒəʔ8	曲～
相	siaŋ1	
相	siaŋ5	
盻	i5	
盼	pʰæ̃5	～望
盾	dən4	
省	saŋ3	白讀：～儉|～城
省	siɪn3	反～
眂	ʒʯ6	同“視”
眄	miɛ̃6	斜視
眇	miɐɵ3	①瞎了一隻眼。亦指全盲。②凝注，細視。③幽遠，高遠。④微小，卑微
眈	tœ̃1	
眉	me2	文讀
眉	mi2	白讀：～毛
眊	mɐɵ6	
看	kʰœ̃5	～野眼：眼睛看別處，指思想不集中
看	kʰœ̃1	
眎	ʒʯ6	同“視”
眕	tʃən3	自安自重，自抑
眙	ɦi2	
眚	saŋ3	白讀
眚	sən3	文讀
眛	me6	
眛	miɪʔ8	
眞	tʃən1	“真”的舊字形
真	tʃən1	～假
眠	miɛ̃2	①睡。②昆蟲因蛻皮伏而不動，如蠶眠。③草木偃伏
眢	iœ̃1	
眣	diɪʔ8	
眨	sɑʔ7	該字應讀[saʔ⁴]，因原書中不區分[aʔ][ɑʔ]
眨	saʔ7	～～眼睛
眩	ɦiœ̃6	頭～
眴	ʃən5	①同“瞚”或“瞬”。②受驚的樣子
眵	tsʰɿ1	眼～
眵	tsɿ1	又音
眶	kʰuɔŋ5	文讀：眼窩，眼睛的四周。應讀陰平
眶	tɕʰiaŋ1	白讀
眷	tɕiœ̃5	親～
眸	məʏ2	～子
眹	dʒən4	①瞳仁，黑眼珠。②同“朕”，預兆，跡象
眺	tʰiɐɵ5	①眼睛斜視。②遠望：～望
眼	iɛ̃3	讀書音，也可能讀陽上
眼	ŋæ̃4	～睛
眼	ɦie4	文讀
着	tʃɑʔ7	～衣裳
着	dʒɑʔ8	～肉：貼心
睅	ɦuæ̃4	（眼睛）鼓出
睆	uœ̃3	
睇	di6	
睊	tɕiœ̃5	
睍	iɛ̃3	～～：形容怯懦，不敢正視
睏	kʰuən5	睡覺：～覺|～晏朝（睡懶覺）|～懶（睏倦了，想睡覺）|～扁頭（睡覺睡得太多，把頭睡扁了，比喩白日做夢）
睞	le6	
睔	kuən1	
睕	uœ̃3	
睘	dʑioŋ2	同“瞏”，受驚而兩眼直視的樣子；孤獨無依的樣子
睚	ɦiɑ2	目際：～眦（嗔目怒視）
睛	tsiɪn1	閉攏眼～：合眼
睛	ziɪn4	據《集韻》：疾郢切
睜	tsən1	文讀
睟	ze6	
睡	ze6	
睢	se1	
督	toʔ7	
睤	bi6	
睦	moʔ8	
睨	ȵi6	
睩	loʔ8	
睪	ɦiɪʔ8	
睫	ziɪʔ8	
睼	di2	
睽	ɡue2	
睾	kɐɵ1	
睿	ze6	
瞀	məʏ4	
瞄	miɐɵ2	～準
瞇	mi1	悄～眼做撥瞎子看
瞋	tʃən1	①張大眼睛。②同“嗔”，發怒，生氣。理論應讀[tʃʰən⁴⁴]
瞌	kʰəʔ7	～𥅻：瞌睡。打瞌𥅻卽爲打瞌睡、打盹兒；瞌𥅻懵懂卽形容沒睡醒，糊里糊塗的樣子
瞍	səʏ3	
瞎	haʔ7	～説
瞑	miɛ̃6	～眩：服藥後產生頭暈目眩的反應。《廣韻》：莫甸切
瞑	miɪn2	～目
瞞	mœ̃2	～～囥囥：隱瞞真實情況
瞟	pʰiɐɵ3	～眼
瞠	tsʰən1	
瞧	dziɐɵ2	
瞪	dən2	類推音
瞪	dən6	類推音
瞫	tʃʰən1	
瞫	ʃən3	深視
瞬	ʃən5	①眨眼，眼珠轉動。②比喩短暫的時間
瞭	liɐɵ6	
瞰	kʰœ̃5	
瞳	doŋ2	
瞷	tɕiɛ̃5	窺視；偵查
瞹	e5	
瞻	tʃœ̃1	～仰
瞼	tɕiɛ̃3	眼～毛
瞽	ku3	瞎；眼瞎的人
瞿	dʑy2	姓
矆	hoʔ7	①～睒：電光也。②驚視
矇	moŋ2	
矍	tɕioʔ7	～鑠
矏	miɛ̃2	密
矐	hoʔ7	
矑	lu2	①瞳人；亦泛指眼珠。②視
矔	kuœ̃5	
矗	tʃʰoʔ7	～燈，舊時放在官署或官僚家庭大門兩側的一種成對的高脚燈籠
矚	tʃoʔ7	注視：～目
矛	məʏ2	本音
矛	miæ2	～子。音或誤記，今讀[mæ²²³]
矜	tɕiɪn1	～持
矞	ɦyɪʔ8	
矟	ʃoʔ7	同“槊”，長矛
矢	ʃʯ3	①箭：無的放～。②古代投壺燕飲時所用的籌碼。③通“屎”，糞便。④發誓：～志不忘。⑤正直的，端正的
矣	i3	
知	tʃʯ1	～趣：懂得進退，不惹人討厭
矧	ʃən3	①況且。②亦。③齒根
矩	tɕy3	
短	tœ̃3	
矮	ɑ3	～子
矮	ɑ1	
矯	tɕiɐɵ3	
矰	tsən1	
石	ʒəʔ8	文讀：～榴
石	zɑʔ8	白讀：①～湖。②姓
矹	ŋəʔ8	
矻	kʰuəʔ7	
矼	kɔŋ1	
砂	so1	硼～
砅	li6	
砆	fu1	
砉	ɦuaʔ8	
砌	tsʰi5	～牆頭
砍	kʰœ̃3	
砒	pʰi1	～霜
研	ȵiɛ̃2	～細
砝	vaʔ8	～碼
砠	tsi1	
砣	du2	壓書～子：文具，鎭紙
砥	ti3	
砧	tʃən1	～墩板
砭	piɛ̃1	針～：比喩指出人的過錯，勸人改正
砮	nu4	可做箭鏃的石頭
砯	piɪn1	理論應讀滂母：水擊岩石的聲音
砰	pʰən1	石聲
砲	pʰɐɵ5	同“炮”“礮”
砲	pʰɐɵ1	
破	pʰu5	
硃	tʃʯ1	餘～
硈	tɕiɪʔ7	
硎	ɦiɪn2	
硜	kʰən1	
硝	siɐɵ1	
硩	tʃʰəʔ7	①摘取；採。②搗毀
硫	ləʏ2	～黃：製造爆竹的原料之一，也可以用來治療皮膚病
硬	ŋaŋ6	白讀：軟～弗詞匀
确	ɦioʔ8	
硯	ȵiɛ̃6	～瓦
硼	baŋ2	～砂
碁	dʑi2	
碇	diɪn6	繫船的石墩。聲調類推
碉	tiɐɵ1	
碌	loʔ8	
礙	ŋe6	弗碍葛
碎	se5	
碏	tsʰiɑʔ7	
碑	pe1	
碓	te5	
碔	vu4	
碕	dʑi2	
碗	uœ̃3	飯～
碘	tiɛ̃3	～酒
碞	ȵiɛ̃2	①山石高峻的樣子。②僭越失序之事
碟	diɪʔ8	～片
碡	doʔ8	碌～
碣	tɕiɪʔ7	
碧	piɪʔ7	～～緑
碩	ʒəʔ8	文讀：～士
碪	tʃən1	同“砧”
碭	dɔŋ6	
碰	pʰaŋ5	～僵（鬧僵）|～檯子（拍桌子，指發火）|硬～硬（不折不扣）
碰	baŋ6	～著（碰到）|～著法|～頭（見面；匯合）|脚～髈（彼此差不多）
確	tɕʰioʔ7	的～
碼	mo4	出～頭：到外地去
碾	tʃœ̃3	
磁	dzɿ2	～石
磁	zɿ2	
磅	bɔŋ2	～礴
磅	pɔŋ3	一～
磉	sɔŋ3	
磊	le4	
磋	tsʰu1	～跎
磌	diɛ̃2	石落聲
磐	bœ̃2	
磔	tsəʔ7	
磕	kʰəʔ7	打～銃
磚	tʃœ̃1	靑～：蓋房子的磚，呈靑色
磝	ŋɐɵ2	
磧	tsiɪʔ7	
磨	mo2	
磨	mo6	牽～
磬	tɕʰiɪn5	～子
磯	tɕi1	
磲	dʑy2	
磴	tən5	
磷	liən6	
磺	ɦuɔŋ2	硫～
磻	bœ̃2	
磽	tɕʰiɐɵ1	
磾	ti1	
礁	tsiɐɵ1	觸～
礎	tsʰu3	基～
礙	ŋe6	
礦	kuɔŋ5	～泉水
礧	le4	
礪	li6	
礫	liɪʔ8	
礬	væ̃2	明～
礮	pʰɐɵ5	馬後～
礮	pʰɐɵ1	
礱	loŋ2	牽～
礴	boʔ8	
礵	ʃɔŋ1	砒～
示	ʒʯ6	告～
礽	dʒən2	福祉
社	dzo6	白讀
社	ʒɑ6	讀書音
社	ʒəʏ4	文讀；～會。聲母可能存疑
礿	ɦiɑʔ8	
祀	zɿ6	又音
祀	zɿ4	祭～
祁	dʑi2	～調：蘇州評彈流派曲調。祁連芳所創
祈	dʑi2	～禱
祉	tʃʯ3	福
祊	pən1	①門內旁邊設祭處。②正祭次日，祭先祖於廟門內之旁稱爲“祊”。③地名
祏	ʒəʔ8	宗廟裏擺放祖先牌位的石室
祐	ɦiʏ6	
祓	fəʔ7	
祖	tsu3	～宗亡人
祗	tʃʯ1	敬，恭敬
祗	dʑi2	
祛	tɕʰy1	
祜	ɦu6	福
祝	tʃoʔ7	姓
神	ʒən2	～之乎之：糊里糊塗
祟	se5	鬼鬼～～
祟	ze6	
祠	zɿ2	～堂
祡	ze2	
祥	dziaŋ2	又音
祥	ziaŋ2	～雲
祧	tʰiɐɵ1	兼～子
票	pʰiɐɵ5	～子
祭	tsi5	
祲	tsiən5	
祲	tsiɪn1	
祼	kuœ̃5	
禁	tɕiən5	～止
禄	loʔ8	
禋	iɪn1	
福	foʔ7	
禔	tʃʯ1	福、安
禕	i1	
禖	me2	
禚	tʃɑʔ7	①地名，春秋時齊邑。②姓
禛	tʃən1	以至誠感動神靈而得福佑
禜	ɦioŋ2	
禡	mo6	
禦	ɦy4	文讀。也可讀陽去
禦	ȵy6	白讀：防～。亦可讀陽上
禧	ɕi1	
禨	tɕi1	
禩	zɿ4	
禪	dʒœ̃2	參～
禮	li4	
禱	tɐɵ3	祈～
禳	ʒaŋ2	①祈求解除災禍、疾病的祭祀。②祭神祈求消除災變。③去除，解除
禴	ɦiɑʔ8	
禹	y3	
禺	ȵy2	
禽	dʑiən2	～獸
禾	ɦu2	～木旁
秀	səʏ5	
私	sɿ1	～心
禿	tʰoʔ7	～頭
秈	siɛ̃1	～米
秉	piɪn3	～燭
秋	tsʰəʏ1	
种	tʃʰoŋ1	姓
秏	hɐɵ5	
科	kʰu1	
秒	miɐɵ4	
秔	kən1	
秕	pi1	
秘	pi5	
租	tsu1	～田當自產
秠	pʰe1	
秣	məʔ8	
秤	tʃʰən5	大～
秦	dziən2	姓
秦	ziən2	
秧	iaŋ1	插～
秩	dʒəʔ8	～序
秫	dʒəʔ8	黏高粱
秬	dʑy4	
秭	tsɿ3	
秷	tʃəʔ7	①收割。②禾穗
秸	tɕiɪʔ7	
移	ɦi2	遷～
稀	ɕi1	～怪
稂	lɔŋ2	
稃	fu1	
稅	se5	納～
稊	di2	
程	dʒən2	工～
稌	du2	糯稻
稍	sɐɵ3	也可讀陰平：～爲|～些（表示數量不多、程度不深）
稏	io3	
稑	loʔ8	
稔	ʃən3	理論應讀[ʒən³¹]：①稻麥等農作物成熟。②收成。③年。③了解，熟悉
稗	be6	～子
稗	bɑ6	
稚	dʒʯ6	幼～園
稟	piən3	
稠	dʒəʏ2	①繁，多：～密。②深濃，厚密
稭	tɕiɪʔ7	
種	tʃoŋ3	嘸不～：沒有膽量
種	tʃoŋ5	芒～
稯	tsoŋ1	
稰	si1	
稱	tʃʰən1	～～分量
稱	tʃʰən5	～心
穩	uən5	“穩”的簡體字，且應讀陰上
稷	tsiɪʔ7	
稹	tʃən3	①（草木）叢生。②同“縝”
稻	dɐɵ6	又音
稻	dɐɵ4	～柴|斫～：割稻子
稼	tɕiɑ5	文讀：`穡艱難
稽	tɕi1	～查
稾	kɐɵ3	
稿	kɐɵ3	～薦：用穀類植物的莖編成的墊子
穀	koʔ7	～雨
穅	kʰɔŋ1	
穆	moʔ8	
穉	dʒʯ6	①幼。後作“稚”。②自驕矜貌
穋	loʔ8	
穌	su1	
積	tsiɪʔ7	
穎	iɪn3	也可能讀陽上
穗	dze6	又讀
穗	ze6	文讀
穛	tʃoʔ7	早熟的穀類
穟	ze6	
穠	ȵioŋ2	
穡	səʔ7	
穢	ue5	汚～
穨	de2	
穩	uən5	應讀陰上。疑因混淆陰上陰去而誤記
穩	uən3	安安～～
穫	ɦuoʔ8	收～
穫	ɦoʔ8	
穰	ʒaŋ2	①稻、麥的莖。②瓜、果內部可食的部分。③穀物豐熟
穴	ɦyɪʔ8	
穵	uaʔ7	同“挖”。～門路
究	tɕiʏ5	
穸	ziɪʔ8	
穹	tʃʰoŋ1	白讀：～窿山
穹	tɕʰioŋ1	蒼～
空	kʰoŋ1	
穿	tʃʰœ̃1	拆～西洋鏡
窀	tʃən1	～穸：墓穴；埋葬
突	dəʔ8	衝～
窄	tsaʔ7	狹～
窄	tsɑʔ7	該字應讀[tsaʔ⁴]，因原書中不區分[aʔ][ɑʔ]
窄	tsəʔ7	讀書音
窅	iɐɵ5	
窆	piɛ̃1	理論應讀陰上或陰去：①墳，墓穴。②埋葬
窈	iɐɵ5	
窋	tʃəʔ7	①（動物在穴中）欲出的樣子。②空
窌	tɕiɐɵ5	
窌	ləʏ6	
窑	ɦiɐɵ2	
窒	tʃəʔ7	～息
窓	tʃʰɔŋ1	同“窗”
窔	iɐɵ5	
窕	diɐɵ6	又音
窕	diɐɵ4	①深邃。②不滿密。③窈～。④通“佻”，輕薄，不莊重。⑤通“挑”，挑逗，誘惑
